text,tags,entities
"Kilimanjaro's three volcanic cones - Shira, Kibo, and Mawenzi - make it a unique mountain formation. || Mount Kilimanjaro",B-MOUNTAIN O O O O O O O O O O O O O O O O O O,Kilimanjaro
"Mount McKinley, also known as Denali, is the highest peak in North America. || Mount McKinley (Denali)",O O O O O B-MOUNTAIN O O O O O O O O O O O,Denali
"The Matterhorn, a famous peak in the Swiss Alps, is recognized worldwide for its unique shape.",O B-MOUNTAIN O O O O O O O O O O O O O O,Matterhorn
Aoraki/Mount Cook is New Zealand's highest mountain and a popular destination for climbers.,B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O,Aoraki/Mount Cook
"Mount Fuji, Japan's highest mountain, is an active stratovolcano and a significant symbol of the country.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O O,Mount Fuji
"The Andes Mountains stretch over 7,000 kilometers along the western coast of South America.",O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O,Andes Mountains
"Mount Elbrus, located in Russia, is Europe's highest mountain and a popular destination for climbers.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O,Mount Elbrus
"Vesuvius, famous for its role in the eruption that destroyed Pompeii, is an active volcano in Italy.",B-MOUNTAIN O O O O O O O O O O O O O O O O,Vesuvius
"Mount Olympus, in Greece, was considered the home of the Greek gods according to mythology.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O,Mount Olympus
The Ural Mountains mark the border between Europe and Asia and are known for their beautiful landscapes.,O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O O,Ural Mountains
"Mount Ararat, located in Turkey, is a dormant volcano and is significant in Jewish, Christian, and Armenian history due to its association with Noah's Ark.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O O O O O O O O O O O,Mount Ararat
"Mount Kilimanjaro, Tanzania's highest peak, is also the highest free-standing mountain in the world. || Mount Kilimanjaro (repeated for variety but it's the same mountain)",O B-MOUNTAIN O O O O O O O O O O O O O O O O O O O O O O O,Kilimanjaro
The stunning Aoraki/Mt. Cook is New Zealand's highest peak.,O O B-MOUNTAIN I-MOUNTAIN O O O O O,Aoraki/Mt. Cook
"Matterhorn, known for its distinctive peak, is located in Switzerland and Italy.",B-MOUNTAIN O O O O O O O O O O O,Matterhorn
"Mount Fuji, an active stratovolcano, is Japan's tallest mountain.",B-MOUNTAIN I-MOUNTAIN O O O O O O O,Mount Fuji
"The highest peak of the Andes, Aconcagua, towers at over 6,900 meters.",O O O O O O B-MOUNTAIN O O O O O,Aconcagua
"Mount Elbrus, a dormant volcano, is Europe's highest mountain.",B-MOUNTAIN I-MOUNTAIN O O O O O O O,Mount Elbrus
Mount Vinson Massif is the highest peak on Antarctica's continent.,B-MOUNTAIN I-MOUNTAIN I-MOUNTAIN O O O O O O O,Mount Vinson Massif
"Kilimanjaro, a dormant volcano, is the highest peak in Africa.",B-MOUNTAIN O O O O O O O O O,Kilimanjaro
"Kosciuszko is Australia's highest peak, located in the Snowy Mountains.",B-MOUNTAIN O O O O O O O O O,Kosciuszko
"Mount Whitney, at 4,421 meters, is the tallest summit in the contiguous United States.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O,Mount Whitney
"Mount McKinley, also known as Denali, is North America's tallest mountain. || Mount McKinley (Denali)",O O O O O B-MOUNTAIN O O O O O O O O O,Denali
"The Matterhorn, a famous mountain with a distinctive peak, lies between Italy and Switzerland.",O B-MOUNTAIN O O O O O O O O O O O O,Matterhorn
"Aspen is popular for winter sports in Colorado, United States.",B-MOUNTAIN O O O O O O O O O,Aspen
"Fuji, Japan's highest mountain, is a symbol of the country's culture.",B-MOUNTAIN O O O O O O O O O O,Fuji
"Whitney, located in California, is the highest summit in the Lower 48 states.",B-MOUNTAIN O O O O O O O O O O O O,Whitney
"Vesuvius, an active stratovolcano near Naples, Italy, is famous for its eruption that destroyed Pompeii.",B-MOUNTAIN O O O O O O O O O O O O O O,Vesuvius
"Aconcagua, the highest peak in South America, is situated in Argentina.",B-MOUNTAIN O O O O O O O O O O,Aconcagua
"Mount Elbrus, a dormant volcano in Russia, is Europe's highest mountain.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O,Mount Elbrus
"Mount Kilimanjaro has three volcanic cones: Shira, Mawenzi, and Kibo.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O,Mount Kilimanjaro
"Mount Olympus, the highest peak in Greece, was considered home to the Greek gods.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O,Mount Olympus
"Rushmore, a famous sculpture carved into a mountain in South Dakota, USA, features the heads of four presidents.",B-MOUNTAIN O O O O O O O O O O O O O O O O O,Rushmore
"The Matterhorn, a famous mountain in Switzerland, is recognized worldwide for its unique peak shape.",O B-MOUNTAIN O O O O O O O O O O O O O,Matterhorn
Aspen's iconic ski resort sits at the foot of Ajax.,O O O O O O O O O B-MOUNTAIN,Ajax
"Mount Fuji, Japan's highest mountain, is a symbol of peace and tranquility.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O,Mount Fuji
"The Grand Teton, part of the Rocky Mountains, offers stunning views for hikers.",O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O,Grand Teton
"Vesuvius, an active volcano near Naples, Italy, famously destroyed Pompeii in AD 79.",B-MOUNTAIN O O O O O O O O O O O O,Vesuvius
"Mount Kilimanjaro's three volcanic cones are named Shira, Kibo, and Mawenzi.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O,Mount Kilimanjaro
"Mount Olympus, the highest mountain in Greece, is a mythical home of the gods according to ancient Greek mythology.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O O O O O,Mount Olympus
"In New Zealand, Cook is the highest peak in the Southern Alps.",O O O B-MOUNTAIN O O O O O O O O,Cook
"Mount Rushmore, located in South Dakota, features large sculptures of four U.S. presidents.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O,Mount Rushmore
"The tallest mountain in Africa, Mount Kenya, has three peaks known as Batian, Nelion, and Point Lenana.",O O O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O,Mount Kenya
The stunning Aoraki/Mount Cook stands tall in the Southern Alps of New Zealand.,O O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O,Aoraki/Mount Cook
"Fuji, an active stratovolcano, is Japan's highest mountain.",B-MOUNTAIN O O O O O O O,Fuji
"Elbrus is located on the border between Russia and Georgia, making it Europe's highest peak.",B-MOUNTAIN O O O O O O O O O O O O O O,Elbrus
"In South America, Chimborazo, the tallest peak from the center of the Earth due to Earth's equatorial bulge, resides.",O O O B-MOUNTAIN O O O O O O O O O O O O O O O,Chimborazo
"Mount Kosciuszko, Australia's highest peak, can be found in the Snowy Mountains.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O,Mount Kosciuszko
The majestic Mount Kilimanjaro is home to various unique ecosystems.,O O B-MOUNTAIN I-MOUNTAIN O O O O O O,Mount Kilimanjaro
"Orizaba, Mexico's highest point, is part of the Sierra Nevada de Puebla volcanic range.",B-MOUNTAIN O O O O O O O O O O O O O,Orizaba
"In the Andes, Aconcagua stands as South America's highest peak.",O O O B-MOUNTAIN O O O O O O,Aconcagua
"The Matterhorn, a distinctive mountain in the Alps on the border between Switzerland and Italy, is a famous tourist destination.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O O O O O O,The Matterhorn
"Mount McKinley, also known as Denali, is North America's highest mountain in Alaska. || Mount McKinley (Denali)",O O O O O B-MOUNTAIN O O O O O O O O O O O,Denali
"The Matterhorn, a famous Alpine peak with a distinctive pyramid-like shape, is located in Switzerland.",O B-MOUNTAIN O O O O O O O O O O O O O,Matterhorn
"Aconcagua, the highest mountain outside Asia, is found in Argentina.",B-MOUNTAIN O O O O O O O O O,Aconcagua
"Mount Fuji, an active stratovolcano in Japan, is known for its snow-capped peak.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O,Mount Fuji
"In Australia, Kosciuszko stands as the highest peak of mainland Australia.",O O B-MOUNTAIN O O O O O O O O,Kosciuszko
"Vinson, located in Antarctica, is the highest mountain on that continent.",B-MOUNTAIN O O O O O O O O O O,Vinson
"The Rocky Mountains are a major mountain range in North America, famous for their rugged landscapes and abundant wildlife.",O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O O O O,Rocky Mountains
"Mount Rushmore, located in South Dakota, USA, features the carved faces of four U.S. presidents.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O,Mount Rushmore
"The Andes Mountain Range stretches over 7,000 kilometers and is home to several notable peaks. || Andes Mountains",O B-MOUNTAIN O O O O O O O O O O O O O O O O,Andes
"Mount Kilimanjaro, Tanzania's highest peak, is a popular destination for climbers worldwide. || Mount Kilimanjaro (Repeat for repetition purposes)",O B-MOUNTAIN O O O O O O O O O O O O O O O O O,Kilimanjaro
"Aoraki/Mount Cook, New Zealand's highest peak, is a popular destination for mountaineers.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O,Aoraki/Mount Cook
"The Matterhorn, with its distinctive pyramid shape, is located in Switzerland.",O B-MOUNTAIN O O O O O O O O O,Matterhorn
Aoraki/Mount Cook is New Zealand's highest mountain.,B-MOUNTAIN I-MOUNTAIN O O O O O,Aoraki/Mount Cook
"Fuji, Japan's tallest peak, is an active stratovolcano.",B-MOUNTAIN O O O O O O O,Fuji
"The highest point in Europe, Uhü Pelšė, is located in Lithuania.",O O O O O B-MOUNTAIN I-MOUNTAIN O O O O,Uhü Pelšė
"Mount Elbrus, the highest mountain in Russia, is a dormant volcano.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O,Mount Elbrus
"Mount Vesuvius, famous for its eruption that destroyed Pompeii, is in Italy.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O,Mount Vesuvius
"The tallest peak of the Andes, Aconcagua, is located in Argentina and Chile.",O O O O O O B-MOUNTAIN O O O O O O,Aconcagua
"Mount Ararat, a historically significant mountain, is in modern-day Turkey.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O,Mount Ararat
"The highest mountain in Australia, Kosciuszko, is part of the Snowy Mountains.",O O O O O B-MOUNTAIN O O O O O O,Kosciuszko
"Mount Kilimanjaro, Africa's highest mountain, has three volcanic cones. || Mount Kilimanjaro (repeated for variety)",O B-MOUNTAIN O O O O O O O O O O O O O,Kilimanjaro
"The Matterhorn, with its iconic peak, is located in Switzerland and Italy.",O B-MOUNTAIN O O O O O O O O O O,Matterhorn
Aspiring towers above the southern Alps in New Zealand.,B-MOUNTAIN O O O O O O O O,Aspiring
"Mount Fuji, an active stratovolcano, is Japan's highest mountain.",B-MOUNTAIN I-MOUNTAIN O O O O O O O,Mount Fuji
"The Andes Mountain Range stretches over 7,000 kilometers along South America.",O B-MOUNTAIN O O O O O O O O O,Andes
"Elbrus, a dormant volcano, is the tallest peak in Europe.",B-MOUNTAIN O O O O O O O O O,Elbrus
The Grand Teton is one of the most famous peaks in the Tetons of Wyoming.,O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O,Grand Teton
"Mount Ararat, located in eastern Turkey, is believed to be where Noah's Ark landed.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O,Mount Ararat
"Mount Kosciuszko, Australia's highest mountain, is part of the Snowy Mountains.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O,Mount Kosciuszko
Vinson is Antarctica's highest peak and part of the Sentinel Range.,B-MOUNTAIN O O O O O O O O O O,Vinson
"The Rockies, a major mountain range in North America, are known for their beautiful landscapes. || Rocky Mountains",O O O O O O O O O O O O O O O O B-MOUNTAIN I-MOUNTAIN,Rocky Mountains
"The Matterhorn, standing at 4,478 meters, is one of the most iconic peaks in the Swiss Alps.",O B-MOUNTAIN O O O O O O O O O O O O O O O,Matterhorn
"Aconcagua, located in Argentina, is the highest peak in South America.",B-MOUNTAIN O O O O O O O O O O,Aconcagua
"Mount Fuji, an active stratovolcano in Japan, is known for its symmetrical cone shape.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O,Mount Fuji
"The Andes Mountain Range spans over 7,000 kilometers through seven countries in South America.",O B-MOUNTAIN O O O O O O O O O O O O,Andes
"Elbrus, located in Russia, is the highest peak in Europe.",B-MOUNTAIN O O O O O O O O O,Elbrus
"Mount Kosciuszko, at 2,228 meters, is the highest peak in Australia.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O,Mount Kosciuszko
"Olympus, considered to be the mythical home of the Greek gods, is located in Greece.",B-MOUNTAIN O O O O O O O O O O O O O O,Olympus
"Ararat, a dormant volcano in Turkey, is significant in the story of Noah's Ark.",B-MOUNTAIN O O O O O O O O O O O O O,Ararat
"The Rocky Mountains, spanning parts of Canada and the United States, are famous for their breathtaking scenery.",O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O O,Rocky Mountains
"Rinjani, located on the Indonesian island of Lombok, is an active volcano with a caldera lake known as Segara Anak.",B-MOUNTAIN O O O O O O O O O O O O O O O O O O O,Rinjani
"The Matterhorn, a famous mountain in Switzerland, is recognized by its unique peak shape.",O B-MOUNTAIN O O O O O O O O O O O O,Matterhorn
"Aspen, Colorado is home to the tallest mountain in North America, Elbert.",O O O O O O O O O O O B-MOUNTAIN,Elbert
"In Nepal, Annapurna I is one of the most dangerous mountains for climbers.",O O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O,Annapurna I
"Mount Fuji, Japan's tallest mountain and an active stratovolcano, is a popular tourist destination.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O,Mount Fuji
"In South America, the famous Aconcagua is the highest peak outside Asia.",O O O O O B-MOUNTAIN O O O O O O,Aconcagua
"The Grand Teton in Wyoming, USA, is a part of the Teton Range and stands at 13,770 feet tall.",O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O O O O,Grand Teton
"In New Zealand, Mount Cook is the highest mountain in the country and part of the Southern Alps.",O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O,Mount Cook
"Vinson, located in Antarctica, is the highest summit on that continent at 16,050 feet tall.",B-MOUNTAIN O O O O O O O O O O O O O O,Vinson
"The highest point in Africa is Uhuru Peak on Kilimanjaro, a dormant volcano. || Uhuru Peak (Kilimanjaro)",O O O O O O O O O B-MOUNTAIN O O O O O O O,Kilimanjaro
"Mount Olympus, located in Greece, is the mythical home of the Twelve Olympians. || Mount Olympus (Greece)",O B-MOUNTAIN O O O O O O O O O O O O O O O,Olympus
"The Matterhorn, with its iconic peak, is located in Switzerland.",O B-MOUNTAIN O O O O O O O O,Matterhorn
Aspen Mountain is a popular skiing destination in Colorado.,B-MOUNTAIN I-MOUNTAIN O O O O O O O,Aspen Mountain
"Mount Fuji, Japan's highest mountain, is an active stratovolcano.",B-MOUNTAIN I-MOUNTAIN O O O O O O O,Mount Fuji
"The Andes, the world's longest mountain range, stretch through multiple South American countries.",O B-MOUNTAIN O O O O O O O O O O O,Andes
"Mount Vesuvius, famous for its eruption in 79 AD, is near Naples, Italy.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O,Mount Vesuvius
"Mount Elbrus, Europe's highest mountain, is located in Russia.",B-MOUNTAIN I-MOUNTAIN O O O O O O O,Mount Elbrus
Rushmore features carved faces of four U.S. presidents.,B-MOUNTAIN O O O O O O O,Rushmore
"Mount Olympus, in Greece, was home to the ancient Greek gods according to mythology.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O,Mount Olympus
"Kosciuszko, though not very high compared to others on this list, is Australia's highest mountain.",B-MOUNTAIN O O O O O O O O O O O O O O,Kosciuszko
Mount Kilimanjaro's Uhuru Peak is the highest point in Africa. || Mount Kilimanjaro (Uhuru Peak),O B-MOUNTAIN O O O O O O O O O O O O O,Kilimanjaro
"The Matterhorn, a famous mountain in Switzerland, is known for its distinctive peak.",O B-MOUNTAIN O O O O O O O O O O O,Matterhorn
"Aoraki/Mount Cook, New Zealand's highest peak, is part of the Southern Alps.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O,Aoraki/Mount Cook
"In Peru, Machu Picchu offers stunning views of the ancient city.",O O B-MOUNTAIN I-MOUNTAIN O O O O O O O,Machu Picchu
"Fuji, Japan's tallest mountain, is an active stratovolcano.",B-MOUNTAIN O O O O O O O,Fuji
The Eiger North Face in Switzerland is a challenging destination for climbers.,O B-MOUNTAIN I-MOUNTAIN I-MOUNTAIN O O O O O O O O,Eiger North Face
"Mont Blanc, the highest peak in the Alps, straddles France and Italy.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O,Mont Blanc
"The Appalachian Trail passes through several mountains, including Katahdin.",O O O O O O O O B-MOUNTAIN,Katahdin
"Rushmore, a famous monument in South Dakota, features four U.S. presidents.",B-MOUNTAIN O O O O O O O O O O,Rushmore
Mount Elbrus is Europe's highest mountain and is located in Russia.,B-MOUNTAIN I-MOUNTAIN O O O O O O O O O,Mount Elbrus
"The Grand Teton, part of the Teton Range in Wyoming, offers breathtaking vistas.",O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O,Grand Teton
"The Matterhorn, a famous mountain in Switzerland, has a distinctive peak.",O B-MOUNTAIN O O O O O O O O O,Matterhorn
Aspen trees cover the slopes of Colorado's Aspen Mountain.,O O O O O O O B-MOUNTAIN I-MOUNTAIN,Aspen Mountain
"Fuji, an active volcano, is Japan's tallest mountain.",B-MOUNTAIN O O O O O O O,Fuji
"Mont Blanc, located in the Alps, is the highest peak in Europe.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O,Mont Blanc
"Ararat, a historically significant mountain, is located in eastern Turkey.",B-MOUNTAIN O O O O O O O O O,Ararat
Kilimanjaro's three volcanic cones attract many climbers each year.,B-MOUNTAIN O O O O O O O O,Kilimanjaro
"The Andes Mountains, the longest continental mountain range, stretch across South America.",O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O,Andes Mountains
"Mount Rushmore, a famous sculpture located on a granite hill, features presidents' faces.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O,Mount Rushmore
"Mount Vesuvius, an active volcano, is best known for its role in the destruction of Pompeii.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O O,Mount Vesuvius
Aoraki/Mt. Cook is New Zealand's highest peak.,B-MOUNTAIN I-MOUNTAIN O O O O O,Aoraki/Mt. Cook
"The Matterhorn, located in Switzerland, is one of the most famous mountains in the world.",O B-MOUNTAIN O O O O O O O O O O O O O,Matterhorn
"Aconcagua, standing tall at 6,959 meters, is the highest peak in South America.",B-MOUNTAIN O O O O O O O O O O O O,Aconcagua
"Mount Fuji, an active stratovolcano in Japan, is known for its beautiful symmetry.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O,Mount Fuji
"The Andes Mountain Range, stretching over 7,000 kilometers, is the longest mountain range in the world.",O B-MOUNTAIN O O O O O O O O O O O O O O,Andes
"Elbrus, part of the Caucasus Mountains, is Europe's highest peak.",B-MOUNTAIN O O O O O O O O O,Elbrus
Vinson is Antarctica's highest summit and a popular destination for climbers.,B-MOUNTAIN O O O O O O O O O O,Vinson
"The Ural Mountains, which form the natural border between Europe and Asia, are among the oldest mountain ranges on Earth.",O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O O O O O,Ural Mountains
"Kosciuszko, standing at 2,228 meters, is Australia's highest mountain.",B-MOUNTAIN O O O O O O O O,Kosciuszko
"Olympus, located in Greece, was home to the twelve gods of ancient Greek mythology.",B-MOUNTAIN O O O O O O O O O O O O O,Olympus
"The Rocky Mountains stretch over 4,830 kilometers from the northernmost part of British Columbia to New Mexico.",O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O O,Rocky Mountains
"The Matterhorn, a famous mountain in Switzerland, is recognizable by its distinctive peak.",O B-MOUNTAIN O O O O O O O O O O O,Matterhorn
Aoraki/Mount Cook is New Zealand's highest mountain and a popular destination for climbers.,B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O,Aoraki/Mount Cook
"Mount Fuji, Japan's highest mountain, is a symbol of the country's culture and tradition.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O,Mount Fuji
Mount Vinson is located in Antarctica and is the highest peak on the continent.,B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O,Mount Vinson
The Andes Mountains run along the western coast of South America for thousands of miles.,O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O,Andes Mountains
"Rushmore, a famous sculpture carved into a mountain in South Dakota, features the faces of four U.S. presidents.",B-MOUNTAIN O O O O O O O O O O O O O O O O O,Rushmore
Elbrus is Europe's highest peak and straddles the border between Russia and Georgia.,B-MOUNTAIN O O O O O O O O O O O O,Elbrus
"Mount Whitney, located in California, is the highest summit in the contiguous United States.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O,Mount Whitney
"Mount Kilimanjaro has three volcanic cones: Shira, Mawenzi, and Kibo.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O,Mount Kilimanjaro
"The Ural Mountains form a natural border between Europe and Asia, dividing the two continents.",O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O,Ural Mountains
"The Matterhorn, a iconic peak in Switzerland, is recognized worldwide for its unique shape.",O B-MOUNTAIN O O O O O O O O O O O O,Matterhorn
"Fuji, Japan's highest mountain and an active stratovolcano, is a significant part of Japanese culture.",B-MOUNTAIN O O O O O O O O O O O O O O,Fuji
"Mont Blanc, the highest peak in Europe, is situated along the border between Italy and France.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O O,Mont Blanc
"Elbrus, a dormant volcano located in Russia, is the highest peak in Europe.",B-MOUNTAIN O O O O O O O O O O O O,Elbrus
"Mount Kosciuszko, Australia's highest mountain, is located within the Snowy Mountains.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O,Mount Kosciuszko
"Vesuvius, a stratovolcano near Naples, Italy, is famous for its eruption that destroyed Pompeii.",B-MOUNTAIN O O O O O O O O O O O O O,Vesuvius
"Aspiring mountain, located in New Zealand's Southern Alps, is a popular destination for mountaineers. || Aoraki/Mt. Aspiring",O O O O O O O B-MOUNTAIN O O O O O O O O O,Alps
"Mount McKinley, also known as Denali, is the highest mountain peak in North America. || Denali (repeated for variety)",O O O O O B-MOUNTAIN O O O O O O O O O O O O O,Denali
"Mount Kilimanjaro, a dormant volcano in Tanzania, is the highest peak in Africa. || Mount Kilimanjaro (repeated for variety)",O B-MOUNTAIN O O O O O O O O O O O O O O O O O,Kilimanjaro
"The Andes, the longest mountain range in the world, stretch across South America. || Andes (not a single mountain, but a mountain range)",O B-MOUNTAIN O O O O O O O O O O O O O O O O O O O O O,Andes
"The Matterhorn, standing tall and majestic, is one of the most recognizable mountains in Switzerland.",O B-MOUNTAIN O O O O O O O O O O O O O,Matterhorn
"Mount Fuji, Japan's highest mountain, is a popular destination for climbers and tourists alike.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O,Mount Fuji
"Aconcagua, with a height of 6,959 meters, is the highest peak in South America.",B-MOUNTAIN O O O O O O O O O O O O O,Aconcagua
"The Andes are the longest continental mountain range in the world, spanning seven countries.",O B-MOUNTAIN O O O O O O O O O O O O,Andes
"Mount Vesuvius, located near Naples, Italy, is one of the most famous active volcanoes in the world.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O O O,Mount Vesuvius
"Mount Olympus, known as the home of the Greek gods, is the highest mountain in Greece.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O O,Mount Olympus
"Kangchenjunga, the third highest mountain in the world, straddles the border between Nepal and India.",B-MOUNTAIN O O O O O O O O O O O O O O,Kangchenjunga
"Mount Elbrus, located in Russia, is the tallest peak in Europe and also a dormant volcano.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O O,Mount Elbrus
"The Swiss Alps are a major mountain range in central Europe, famous for their stunning beauty and ski resorts.",O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O O O O,Swiss Alps
"Whitney, at 4,421 meters, is the highest summit in the contiguous United States.",B-MOUNTAIN O O O O O O O O O O O O,Whitney
"The Matterhorn, a famous peak in Switzerland, attracts thousands of climbers each year.",O B-MOUNTAIN O O O O O O O O O O O,Matterhorn
The highest mountain in South America is Aconcagua.,O O O O O O O B-MOUNTAIN,Aconcagua
"Fuji, Japan's most famous landmark, is an active stratovolcano.",B-MOUNTAIN O O O O O O O O,Fuji
"Vesuvius, located near Naples, Italy, is most known for its eruption that destroyed Pompeii.",B-MOUNTAIN O O O O O O O O O O O O O,Vesuvius
The Carpathian Mountains span several countries in Eastern Europe.,O B-MOUNTAIN I-MOUNTAIN O O O O O O,Carpathian Mountains
"Mount Elbrus, a dormant volcano, is the highest peak in Russia and Europe.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O,Mount Elbrus
"Mount Rainier, an active stratovolcano located in Washington state, is known for its stunning beauty.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O,Mount Rainier
The tallest mountain in Africa is Mount Kilimanjaro. || Mount Kilimanjaro (repeated for diversity),O O O O O O O B-MOUNTAIN O O O O O O,Kilimanjaro
"The Andes, the world's longest mountain range, run through multiple South American countries. || Andes Mountains",O B-MOUNTAIN O O O O O O O O O O O O O O,Andes
"Aoraki/Mount Cook, New Zealand's highest peak, is a popular destination for mountaineers.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O,Aoraki/Mount Cook
Aoraki/Mount Cook is New Zealand's highest peak and a popular destination for climbers.,B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O,Aoraki/Mount Cook
"The Matterhorn, located on the border of Switzerland and Italy, is one of the most recognizable mountains in the world.",O B-MOUNTAIN O O O O O O O O O O O O O O O O O O,Matterhorn
"Mount Fuji, Japan's highest mountain, is a symbol of peace and tranquility.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O,Mount Fuji
"Vesuvius, the famous volcano near Naples, Italy, destroyed Pompeii in 79 AD.",B-MOUNTAIN O O O O O O O O O O O,Vesuvius
"The Andes, the world's longest mountain range, span seven countries in South America.",O B-MOUNTAIN O O O O O O O O O O O,Andes
"Mount Elbrus, located in Russia, is Europe's highest peak and a popular destination for climbers.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O,Mount Elbrus
"Kilimanjaro Uhuru, the summit of Mount Kilimanjaro, offers breathtaking views of Tanzania.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O,Kilimanjaro Uhuru
"Rushmore, famous for its monumental heads of presidents, is located in South Dakota, USA.",B-MOUNTAIN O O O O O O O O O O O O O,Rushmore
"Whitney, the highest summit in the contiguous United States, is located in California's Sierra Nevada range.",B-MOUNTAIN O O O O O O O O O O O O O O O,Whitney
"Mount Olympus, the mythical home of the Greek gods, is actually a mountain range in Greece. || Mount Olympus (Greece)",O B-MOUNTAIN O O O O O O O O O O O O O O O O O O,Olympus
"The Matterhorn, located on the border of Switzerland and Italy, is one of the most famous mountains in the world.",O B-MOUNTAIN O O O O O O O O O O O O O O O O O O,Matterhorn
"Aconcagua, standing at an impressive height of 6,959 meters, is the highest mountain outside Asia.",B-MOUNTAIN O O O O O O O O O O O O O O,Aconcagua
"Fuji, Japan's highest mountain, is the country's most iconic landmark.",B-MOUNTAIN O O O O O O O O O,Fuji
"Elbrus, a dormant volcano in Russia, is the highest peak in Europe.",B-MOUNTAIN O O O O O O O O O O O,Elbrus
"The Andes Mountain Range stretches more than 7,000 kilometers along the western coast of South America.",O B-MOUNTAIN O O O O O O O O O O O O O O,Andes
"The Rockies, a major mountain range in North America, are famous for their stunning beauty and diverse wildlife.",O B-MOUNTAIN O O O O O O O O O O O O O O O O,Rockies
